set_num,name,year,theme_id,num_parts,matte,transparent
9509-10,"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",2012,225,4,4.0,0.0
9509-11,"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",2012,225,13,13.0,0.0
9509-12,"Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station",2012,225,6,7.0,0.0
9509-13,"Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper",2012,225,6,8.0,0.0
9509-14,"Advent Calendar 2012, Star Wars (Day 13) - Gonk Droid (GNK Power Droid)",2012,225,14,17.0,0.0
9509-15,"Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",2012,225,10,8.0,2.0
9509-16,"Advent Calendar 2012, Star Wars (Day 15) - Snowtrooper",2012,225,4,4.0,0.0
9509-17,"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",2012,225,18,18.0,2.0
9509-18,"Advent Calendar 2012, Star Wars (Day 17) - Flash Speeder",2012,225,14,15.0,3.0
9509-19,"Advent Calendar 2012, Star Wars (Day 18) - Rebel Scout Trooper",2012,225,5,7.0,0.0
9509-2,"Advent Calendar 2012, Star Wars (Day 1) - Gungan Sub",2012,225,13,12.0,4.0
9509-20,"Advent Calendar 2012, Star Wars (Day 19) - Trade Federation AAT",2012,225,15,15.0,3.0
9509-21,"Advent Calendar 2012, Star Wars (Day 20) - General Grievous Starfighter",2012,225,14,14.0,2.0
9509-22,"Advent Calendar 2012, Star Wars (Day 21) - Super Battle Droid",2012,225,4,4.0,0.0
9509-23,"Advent Calendar 2012, Star Wars (Day 22) - Sith Infiltrator",2012,225,15,16.0,2.0
9509-24,"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",2012,225,8,9.0,0.0
9509-25,"Advent Calendar 2012, Star Wars (Day 24) - Santa Darth Maul",2012,225,7,8.0,0.0
9509-3,"Advent Calendar 2012, Star Wars (Day 2) - Gungan Soldier",2012,225,3,3.0,0.0
9509-4,"Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot",2012,225,8,7.0,2.0
9509-5,"Advent Calendar 2012, Star Wars (Day 4) - Star Destroyer",2012,225,14,12.0,4.0
9509-6,"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT",2012,225,9,11.0,0.0
9509-7,"Advent Calendar 2012, Star Wars (Day 6) - Battle Droid Security",2012,225,5,7.0,0.0
9509-8,"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",2012,225,16,17.0,2.0
9509-9,"Advent Calendar 2012, Star Wars (Day 8) - Vulture Droid",2012,225,9,10.0,0.0
951-1,Bulldozer,1979,4,372,367.0,5.0
951178-1,Basic Bricks,1987,534,18,18.0,0.0
951-2,Lego TC logo Starter Pack,1988,529,16,13.0,0.0
9515-1,Malevolence,2012,165,1098,1062.0,52.0
9516-1,Jabba’s Palace,2012,169,716,714.0,20.0
952-1,Tractor,1978,4,322,317.0,5.0
9525-1,Pre Vizsla's Mandalorian Fighter,2012,165,399,403.0,6.0
9526-1,Palpatine’s Arrest,2012,168,646,609.0,51.0
9530-1,Letters Set,2008,507,134,134.0,0.0
9531-1,Numbers and Mosaics Set,2008,507,352,352.0,0.0
954-1,Sky Copter,1978,4,364,364.0,0.0
9544-1,Math Machines Set,2006,507,554,553.0,1.0
955-1,Mobile Crane,1979,4,512,508.0,4.0
9551-1,Kendo Cole,2012,435,28,30.0,0.0
9552-1,Lloyd Garmadon,2012,435,26,25.0,1.0
9553-1,Jay ZX,2012,435,29,28.0,2.0
9554-1,Zane ZX,2012,435,38,33.0,8.0
9555-1,Mezmo,2012,435,32,29.0,7.0
9556-1,Bytar,2012,435,25,27.0,0.0
9557-1,Lizaru,2012,435,25,23.0,3.0
9558-1,Training Set,2012,435,218,211.0,12.0
956-1,Auto Chassis,1978,4,603,603.0,0.0
9561-1,Kai ZX,2012,435,21,21.0,0.0
9562-1,Lasha,2012,435,21,21.0,1.0
9563-1,Kendo Zane,2012,435,35,36.0,0.0
9564-1,Snappa,2012,435,20,20.0,0.0
9566-1,Samurai X,2012,435,23,24.0,0.0
9567-1,Fang-Suei,2012,435,21,22.0,0.0
9569-1,Spitta,2012,435,20,17.0,4.0
9570-1,NRG Jay,2012,435,20,16.0,4.0
9571-1,Fangdam,2012,435,19,18.0,2.0
9572-1,NRG Cole,2012,435,15,11.0,4.0
9573-1,Slithraa,2012,435,15,16.0,5.0
9574-1,Lloyd ZX,2012,435,18,20.0,3.0
9579-1,Starter Set,2012,435,53,54.0,0.0
9580-1,WeDo Robotics Construction Set,2009,507,157,156.0,1.0
9581-1,WeDo Robotics USB Hub,2009,521,1,1.0,0.0
9583-1,WeDo Robotics Motion Sensor,2009,521,1,1.0,0.0
9584-1,WeDo Robotics Tilt Sensor,2009,521,1,1.0,0.0
9585-1,LEGO® Education WeDo Resource Set,2009,521,326,326.0,0.0
9590-1,NRG Zane,2012,435,24,20.0,5.0
9591-1,Weapon Pack,2012,435,73,62.0,15.0
9594-1,Green City,2011,518,1356,1268.0,89.0
960-1,Power Pack,1978,4,22,22.0,0.0
9604-1,LEGO TECHNIC and Pneumatic elements,1992,1,128,128.0,0.0
9605-1,4.5V Technic Resource Set,1990,532,1534,1534.0,0.0
9607-1,Technology Activity Set,1994,529,318,329.0,2.0
9608-1,Teacher's Guide for Technology Group Activity Set,1994,529,16,16.0,0.0
9609-1,Technology Resource Set,1995,1,1730,1730.0,0.0
9610-1,Gear Set,1993,1,76,75.0,2.0
961-1,Expert Builder/Gear Parts,1978,4,78,78.0,0.0
9612-1,Lever Set,1993,1,63,63.0,0.0
9614-1,Pulley Set,1995,1,77,77.0,0.0
9615-1,Motor Add-On for Simple Mechanisms,1997,1,3,3.0,0.0
9616-1,Wheels and Axles Mini Set,1995,529,82,80.0,2.0
9617-1,Pneumatics I: Introduction to Air Power Set,1997,1,97,98.0,2.0
9618-1,Structures Set,1997,529,439,437.0,2.0
9628-1,Mechanisms Power Add-On Set,2008,532,3,3.0,0.0
9630-1,Simple Mechanisms Set,1997,1,218,216.0,2.0
9631-1,Simple and Motorized Machines Activity Pack,1997,529,24,24.0,0.0
9632-1,Science & Technology Base Set,2006,529,341,339.0,2.0
9633-1,Advanced Air Power Set,1999,1,217,220.0,2.0
9636-1,Solar Add-on,2000,1,3,3.0,0.0
9637-1,Speed Computer Add-on,2000,1,2,2.0,0.0
9640-1,Gears Classroom Pack,1994,529,0,0.0,0.0
964-1,"10 building plates 2 x 8, 4 x 8, 6 x 8",1969,371,10,10.0,0.0
9641-1,Mechanisms Pneumatics Add-On Set,2008,528,31,31.0,6.0
9642-1,Levers Classroom Pack,1994,529,0,0.0,0.0
9644-1,Pulley Classroom Pack,1994,529,0,0.0,0.0
9645-1,Motorized Simple Machines Set,1997,529,2,2.0,0.0
9646-1,Wheel and Axle Classroom Pack,1994,529,0,0.0,0.0
9648-1,Education Resource Set [NXT Supplemental Set],2006,1,674,672.0,2.0
9649-1,Technology Resource Set,2003,1,1154,1154.0,0.0
9650-1,Scenery Resource Set,2002,518,717,583.0,157.0
9656-1,Early Simple Machines Set,2008,504,99,99.0,0.0
9657-1,FIRST LEGO League Challenge 2012 - Senior Solutions,2012,398,1612,1626.0,9.0
9660-2,Motorized Mechanisms Set,2008,529,2,0.0,0.0
9664-1,FIRST LEGO League Challenge 2013 - Nature's Fury,2013,398,1995,1890.0,112.0
9665-1,Mechanical Engineering Set,2001,1,315,312.0,3.0
9667-1,Solar Panel,2010,532,1,1.0,0.0
9668-1,Energy Display,2010,532,1,1.0,0.0
9669-1,Electric Battery Box 9V 150 mAh (Rechargeable),2010,532,1,1.0,0.0
9670-1,E-Motor with Gear Reduction Ratio 9.5 : 1,2010,532,1,1.0,0.0
9674-1,Naboo Starfighter & Naboo,2012,166,56,58.0,2.0
9675-1,Sebulba's Podracer & Tatooine,2012,166,80,78.0,5.0
9676-1,TIE Interceptor & Death Star,2012,169,65,66.0,1.0
9677-1,X-wing Starfighter & Yavin 4,2012,177,77,75.0,7.0
9678-1,Twin-pod Cloud Car & Bespin,2012,177,78,73.0,8.0
9679-1,AT-ST & Endor,2012,177,65,67.0,0.0
9681-1,eLAB Renewable Energy Set,1999,531,713,713.0,0.0
9684-1,Renewable Energy Set II,2003,1,732,732.0,0.0
9685-1,Green Car Set,2003,1,47,53.0,0.0
9686-1,Simple and Motorized Mechanisms Base Set,2009,507,389,392.0,2.0
9688-1,Renewable Energy Add-On Set,2010,532,12,12.0,0.0
9689-1,Simple Machines Set,2009,521,194,194.0,0.0
9693-1,"Rechargeable Battery for Lego Mindstorms NXT, DC plug",2010,259,1,1.0,0.0
9694-1,NXT Color Sensor,2010,259,1,1.0,0.0
9695-1,Mindstorms Education Resource Set,2010,259,816,814.0,2.0
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,2010,398,1515,1485.0,30.0
9697-1,FIRST LEGO League Challenge 2011 - Food Factor,2011,398,2115,2103.0,12.0
9698-1,FIRST LEGO League Challenge 2009 - Smart Move,2009,398,1310,1310.0,0.0
9699-1,FIRST LEGO League Challenge 2008 - Climate Connections,2008,398,834,832.0,3.0
970004-1,Yellow Band (Pack of 25),2002,524,25,25.0,0.0
970005-1,9-Volt 1 x 2 Lamp Brick (Pack of 2),2002,524,2,2.0,0.0
970008-1,1 x 2 Red Bricks (Pack of 50),2002,524,50,50.0,0.0
970009-1,1 x 2 Blue Plates (Pack of 100),2002,524,100,100.0,0.0
9700-1,Technic Control Center,1987,529,472,466.0,6.0
970010-1,Hubs Gray (Pack of 50),2002,525,50,50.0,0.0
970017-1,14-Tooth Beveled Gears (Pack of 100),2002,525,100,100.0,0.0
970018-1,Gray Pulley Wheel (Pack of 50),2008,525,50,50.0,0.0
970021-1,Red Rover Tires and Hubs (4 tires 4 hubs),2002,524,8,8.0,0.0
970028-1,Shock Absorber (Pack of 10),2002,525,10,10.0,0.0
970030-1,Lift Arm (Pack of 50),2002,525,50,50.0,0.0
970036-1,2 x 2 Angle Plate (Pack of 25),2002,524,25,25.0,0.0
970039-1,Lever Arm (Pack of 50),2002,525,50,50.0,0.0
970040-1,Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),2002,524,6,6.0,0.0
970041-1,128 MM Connecting Leads (Pack of 3),2002,525,3,3.0,0.0
970042-1,Piston Rod (Pack of 75),2002,525,75,75.0,0.0
970043-1,Small Half Beam (Pack of 100),2002,525,100,100.0,0.0
970047-1,Large Tire and Hub (2 tires 2 hubs),2002,524,4,4.0,0.0
970098-1,Special Elements for Control Lab Set,2001,1,125,116.0,9.0
970-1,Lighting Bricks,1978,473,17,6.0,11.0
9701-1,Control Lab Building Set,1995,1,565,631.0,13.0
970110-1,Pneumatic T-Pieces (Pack of 25),2002,525,25,25.0,0.0
970111-1,Large Lawn Tire & Hub (4 tires 4 hubs),2002,524,8,8.0,0.0
970112-1,Small Lawn Tire & Hub (4 tires 4 hubs),2002,524,8,8.0,0.0
970113-1,Tire Pack (Set of 8),2002,524,8,8.0,0.0
970115-1,1280 mm Connecting Leads (Pack of 3),2002,525,3,3.0,0.0
970116-1,12 Tooth Double Bevel Gears (Pack of 25),2002,525,25,25.0,0.0
970117-1,Pneumatic Hand Pump (Pack of 2),2002,525,2,2.0,0.0
970118-1,Pneumatic Cylinder (Set of 2 small),2002,525,2,2.0,0.0
970119-1,Pneumatic Tubing Service Pack,2002,525,2,2.0,0.0
970120-1,Black Bands (Pack of 50),2002,524,25,25.0,0.0
970121-1,Red Bands (Pack of 25),2002,524,25,25.0,0.0
970122-1,Small White Bands (Pack of 24),2002,524,24,24.0,0.0
970-2,47 1/3 elements (plates),1969,371,141,141.0,0.0
9702-1,Control System Building Set,1993,1,222,221.0,1.0
970600-1,1 x 2 Plate with Slides (Pack of 100),2002,524,100,100.0,0.0
970601-1,Small Pulleys (Pack of 100),2002,525,100,100.0,0.0
970602-1,Bushings (Pack of 100),2002,525,100,100.0,0.0
970603-1,Connector Pegs (Pack of 100),2002,525,100,100.0,0.0
970604-1,Friction Connector Pegs (Pack of 100),2002,525,100,100.0,0.0
970605-1,Long Black Connector Pegs (Pack of 100),2002,525,100,100.0,0.0
970606-1,Connector Pegs with Axles (Pack of 100),2002,525,100,100.0,0.0
970607-1,Connector Pegs with Knobs (Pack of 100),2002,525,100,100.0,0.0
970608-1,Connector Pegs (Pack of 100),2002,525,100,100.0,0.0
970609-1,2-Stud Axles with Grooves (Pack of 100),2002,525,100,100.0,0.0
970610-1,3-Stud Axles (Pack of 100),2002,525,100,100.0,0.0
970611-1,Cross Axles with Knobs (Pack of 100),2002,525,100,100.0,0.0
970612-1,4-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970613-1,5-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970614-1,6-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970615-1,8-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970616-1,10-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970617-1,12-Stud Axles (Pack of 50),2002,525,50,50.0,0.0
970618-1,Axle Extenders (Pack of 50)  {Axle Joiners},2002,525,50,50.0,0.0
970619-1,Catches {Technic Pole Reverser Handles},2002,525,50,50.0,0.0
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,2002,525,100,100.0,0.0
970621-1,12 Tooth Bevel Gears (Pack of 50),2002,525,50,50.0,0.0
970622-1,16 Tooth Gears (Pack of 50),2002,525,50,50.0,0.0
970623-1,20 Tooth Double Bevel Gears (Pack of 25),2002,525,25,25.0,0.0
970624-1,24-Tooth Crown Gears,2003,525,50,50.0,0.0
970625-1,24 Tooth Gears (Pack of 50),2002,525,50,50.0,0.0
970626-1,Technic Clutches,2003,525,10,10.0,0.0
970627-1,40 Tooth Gears (Pack of 25),2002,525,25,25.0,0.0
970628-1,Cross Blocks (Pack of 50),2002,525,50,50.0,0.0
970629-1,Catches with Cross Holes (Pack of 50),2002,525,50,50.0,0.0
970630-1,Pulleys (For micromotor pack of 10),2002,525,10,10.0,0.0
970631-1,Bricks with Cross (axle) Holes (Pack of 50),2002,525,50,50.0,0.0
970632-1,1 x 2 Beams,2002,525,50,50.0,0.0
970633-1,1 x 4 Beams,2002,525,30,30.0,0.0
970634-1,1 x 6 Beams,2002,525,30,30.0,0.0
970635-1,1 x 8 Beams,2002,525,20,20.0,0.0
970636-1,1 x 10 Beams,2002,525,20,20.0,0.0
970637-1,1 x 12 Beams,2002,525,10,10.0,0.0
970638-1,1 x 16 Beams,2002,525,10,10.0,0.0
970639-1,2 x 2 Skid Plates (Pack of 50),2002,524,50,50.0,0.0
970640-1,Tacho Wheels (Pack of 20),2002,525,20,20.0,0.0
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),2002,525,10,10.0,0.0
970643-1,Bobbins {Technic Reels},2002,525,25,25.0,0.0
970645-1,Chain Links,2003,525,100,100.0,0.0
970646-1,Gear Blocks (Pack of 5),2002,525,5,0.0,5.0
970653-1,Pole Reversing Switch,2003,524,1,1.0,0.0
970654-1,9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),2002,525,3,3.0,0.0
970658-1,Air Storage Tanks,2002,525,2,2.0,0.0
970659-1,Pneumatic Parts,2002,525,5,5.0,0.0
970660-1,O-Ring and Pulley Wheels,2002,525,50,50.0,0.0
970661-1,Skeleton and Ghost for Amusement Park Set,2002,524,70,70.0,0.0
970662-1,Steering Wheels (Pack of 25),2002,525,25,25.0,0.0
970663-1,Pneumatic Switch (Pack of 5),2002,525,5,5.0,0.0
970665-1,Universal Joints (Pack of 10),2002,525,10,10.0,0.0
970669-1,Special Elements for Simple Machines Set,2002,524,49,49.0,0.0
970670-1,Special Elements for Team Challenge Set,2002,524,292,290.0,5.0
970671-1,Special Elements for Cities and Transportation Set,2002,524,119,113.0,6.0
970672-1,Special Elements for Amusement Park Set,2002,524,78,78.0,0.0
970673-1,Special Elements for ROBO Technology Set,2002,524,71,69.0,2.0
970674-1,Car Project Set,2002,524,79,78.0,1.0
970675-1,House Project Set,2002,524,80,76.0,4.0
970676-1,Bug Project Set,2002,524,83,77.0,6.0
970677-1,Gadget Project Set,2002,524,48,46.0,2.0
970678-1,Special Elements for eLAB Renewable Energy Set,2002,524,315,315.0,0.0
970679-1,Special Elements For Mechanical Engineering Set,2004,524,130,130.0,0.0
970680-1,Special Elements for Early Simple Machines Set,2002,524,19,18.0,1.0
970683-1,Black Plates - Large Package,2002,524,165,165.0,0.0
970684-1,Wheels (Tires hubs axle plates and bricks),2002,524,184,184.0,0.0
970686-1,Roof Tiles,2002,524,180,180.0,0.0
970687-1,Team Challenge Upgrade Kit,2002,524,95,91.0,4.0
9707-1,Intelligent House Building Set,1996,1,164,160.0,4.0
9709-1,RCX Programmable Brick,1998,1,1,1.0,0.0
971-1,52 flat tile bricks,1969,371,156,156.0,0.0
9713-1,Infrared Transmission Tower,1998,520,2,2.0,0.0
9719-1,"Robotics Invention System, Version 1.0",1998,260,736,734.0,2.0
9723-1,Cities and Transportation,2000,1,394,389.0,10.0
9725-1,ROBOLAB Amusement Park Set,1999,520,248,289.0,2.0
9730-1,RoboSports,1998,260,91,92.0,0.0
9731-1,Vision Command [RCX Digital Colour Camera],2000,260,139,132.0,8.0
9732-1,Extreme Creatures,1998,260,148,137.0,12.0
9735-1,Robotics Discovery Set,1999,260,390,386.0,4.0
9736-1,Exploration Mars,1999,260,158,158.0,4.0
9738-1,Remote Control,1998,260,1,1.0,0.0
9742-1,Photosynthesis Student Set,2008,517,74,74.0,0.0
9743-1,Chromosomes - Student Set,2003,517,136,128.0,8.0
9747-1,"Robotics Invention System, Version 1.5",1999,260,729,723.0,6.0
9748-1,Droid Developer Kit,1999,261,658,663.0,3.0
9749-1,NXT Temperature Sensor,2009,259,1,1.0,0.0
9750-1,LEGO Interface,1986,532,4,4.0,0.0
9751-1,Control Lab Serial Interface & Adapter,1995,530,2,2.0,0.0
9752-1,Technic Control Center II,1996,532,14,14.0,0.0
9753-1,TECHNIC Control Center [Dacta Kit],1993,1,14,14.0,0.0
9754-1,Dark Side Developers Kit,2000,261,578,568.0,23.0
9755-1,Temperature Sensor,1999,260,1,1.0,0.0
9756-1,Rotation Sensor,1999,260,1,1.0,0.0
9757-1,Touch Sensor with Cable,1999,260,2,2.0,0.0
9758-1,Light Sensor 9V,1999,260,1,1.0,0.0
9761-1,FIRST LEGO League Challenge 2004 - No Limits,2004,398,1437,1401.0,36.0
9762-1,FIRST LEGO League Challenge 2005 - Ocean Odyssey,2005,398,1471,1474.0,1.0
9763-1,FIRST LEGO League Challenge 2006 - Nano Quest,2006,398,1505,1502.0,3.0
9764-1,FIRST LEGO League Challenge 2007 - Power Puzzle,2007,398,1575,1484.0,108.0
9767-1,Interface Card/Cable for Apple IIe and IIGS,1989,529,1,1.0,0.0
9771-1,Interface Card and Cable for TC Logo - IBM compatible,1989,532,3,3.0,0.0
9776-1,Pneumatic Circuit,1999,1,4,4.0,0.0
9780-1,ROBOLAB Starter Building Set,1998,520,1712,1697.0,15.0
9780545703307-1,Klutz: LEGO Chain Reactions,2015,497,39,33.0,6.0
9781409350545-1,LEGO Legends of Chima: Character Encyclopedia,2014,497,0,0.0,0.0
9783-1,Infrared Transmitter with USB Cable,2001,520,2,2.0,0.0
9784-1,FIRST LEGO League Challenge 2001 - Arctic Impact,2001,398,1388,1383.0,5.0
9785-1,Robo Technology Set [Serial Cable],2003,1,221,218.0,3.0
9786-1,Robo Technology Set [USB Cable],2003,1,221,218.0,3.0
9789-2,FIRST LEGO League Challenge 2002 - City Sights,2002,398,1017,1017.0,0.0
9790-1,ROBOLAB Team Challenge Set (Serial),1999,520,727,725.0,2.0
9793-1,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],2002,520,833,827.0,7.0
9794-1,ROBOLAB Team Challenge Set Version 2.5 [USB],2003,1,832,826.0,7.0
9795-1,ROBOLAB Intelligent House Building Set,2001,520,164,167.0,4.0
9797-1,LEGO MINDSTORMS Education NXT Base Set,2006,519,434,431.0,5.0
979760-1,Mars Exploration,2003,518,810,809.0,1.0
9798-1,NXT Rechargeable Battery,2006,259,1,1.0,0.0
9799-1,Sensor Adaptor for Mindstorms NXT to Vernier,2008,259,0,0.0,0.0
980-1,"23 sloping bricks, including roof peak bricks, Red",1969,371,23,23.0,0.0
980-2,"23 sloping bricks, including roof peak bricks, Blue",1969,371,23,23.0,0.0
981-1,"34 sloping profile bricks, including profile peak bricks, Red",1969,371,39,39.0,0.0
981-2,"34 sloping profile bricks, including profile peak bricks, Blue",1969,371,39,39.0,0.0
9820-1,Geared Turntable,1989,1,64,64.0,0.0
9822-1,Beams (Red),1994,1,68,68.0,0.0
9823-1,Beams (Blue),1994,1,68,68.0,0.0
9824-1,Beams (Yellow),1994,1,68,68.0,0.0
9825-1,Pneumatic Elements,1994,1,3,3.0,0.0
9826-1,Pneumatic Tubing,1994,1,1,1.0,0.0
9831-1,Battery Box with Switch - 9v,1995,1,1,1.0,0.0
9833-1,AC Adapter 230V - 10V Transformer,1996,259,1,1.0,0.0
9833-2,"AC Adapter, 120V - 10V Transformer",1996,259,1,1.0,0.0
9833-3,AC Adapter 230V - 10V Transformer Type G Plug (British),2006,259,1,1.0,0.0
9840-1,X-Large Blue Storage Bin (16.5in x 12in x 10in),2006,528,2,1.0,1.0
9841-1,NXT Intelligent Brick,2006,259,1,1.0,0.0
9842-1,NXT Servo Motor,2006,259,1,1.0,0.0
9843-1,NXT Touch Sensor,2006,259,1,1.0,0.0
9844-1,NXT Light Sensor,2006,259,1,1.0,0.0
9845-1,NXT Sound Sensor,2006,259,1,1.0,0.0
9846-1,NXT Ultrasonic Sensor,2006,259,1,1.0,0.0
9847-1,Activity Cards for Non-Motorized Simple Machines (979630),1997,532,19,19.0,0.0
9847-2,NXT Bluetooth Dongle,2006,259,0,0.0,0.0
9848-1,Lamps and Fittings,1997,1,9,6.0,3.0
9849-1,9V Micromotor,1995,525,4,4.0,0.0
985-1,Lighting Device Parts Pack,1969,371,4,3.0,1.0
9851-1,Assortment of Connectors,1992,1,453,453.0,0.0
9852-1,Chain Link Pack,1992,1,229,229.0,0.0
9853-1,Assortment of Gears,1992,1,122,122.0,0.0
9854-1,Worm Gear Pack,1992,1,22,22.0,0.0
9855-1,Assortment of Tires/Wheels,1992,1,56,56.0,0.0
9856-1,Assortment of Cross Axles,1992,1,124,124.0,0.0
9857-1,Assortment of Plate Pieces,1992,1,166,166.0,0.0
9858-1,Assortment of Beams,1992,1,126,126.0,0.0
9859-1,TECHNIC Motor 4.5 Volt,1992,1,1,1.0,0.0
9860-1,Battery Box (4.5 Volt),1992,1,1,1.0,0.0
986-1,One Light Bulb,1969,371,1,0.0,1.0
9861-1,Connecting Leads,1992,1,8,8.0,0.0
9862-1,Random Special Pieces,1992,1,96,96.0,0.0
9863-1,Weighted Brick Pack,1992,1,4,4.0,0.0
9864-1,Green Building Plates,1992,1,3,3.0,0.0
9865-1,Optosensor,1992,1,2,2.0,0.0
9866-1,Light and Transparent Bricks,1992,1,12,6.0,6.0
9867-1,Touch Sensor,1992,1,1,1.0,0.0
9868-1,Plugholders and Leads,1992,1,42,42.0,0.0
9869-1,Building Plates (24 x 24),1992,524,3,3.0,0.0
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,1992,1,144,144.0,0.0
987-1,Number Bricks,1969,371,52,52.0,0.0
9871-1,Yellow Beams,1992,1,76,76.0,0.0
9872-1,"Pneumatic Pump, Cylinder, Valves, Tubing",1992,1,10,10.0,0.0
9874-1,Building Cards - 1090,1992,532,5,5.0,0.0
9875-1,Building Cards - 1092,1992,532,4,4.0,0.0
9876-1,Large Turntables,1992,1,2,2.0,0.0
988-1,Alphabet Bricks,1969,371,45,45.0,0.0
9883-1,Motor - 9v,1995,1,1,1.0,0.0
9885-1,Sound element - 9v,1995,1,1,1.0,0.0
9888-1,Touch Sensor,2002,1,1,1.0,0.0
9889-1,Temperature Sensor,1995,1,1,1.0,0.0
9890-1,Light Sensor,1995,1,1,1.0,0.0
989-1,10 Traffic Signs,1969,371,10,10.0,0.0
9891-1,Angle Sensor,1995,1,1,1.0,0.0
9892-1,Brick Separators,1995,1,2,2.0,0.0
98959-1,Motor,1977,4,40,40.0,0.0
9897-1,9-Volt Connecting Leads,1998,1,3,3.0,0.0
9898-1,9-Volt Long Connecting Leads,1996,1,2,2.0,0.0
9899-1,Hubs and Tires,1999,1,20,20.0,0.0
9900-1,Small Gear Wheels,1999,1,21,21.0,0.0
990-1,Trees and Signs (1971 version with granulated trees and 4 bricks),1971,473,12,12.0,0.0
990-2,Trees and Signs (1969 version with old style trees and 3 bricks),1969,473,11,11.0,0.0
9911-1,9-Volt Touch Sensor and Leads,2004,260,3,3.0,0.0
991118-1,3M Connecting Lead (Set of 2),2002,524,2,2.0,0.0
9912-1,LEGO Solar Cell,1999,1,1,1.0,0.0
991268-1,Special Elements Pack,2009,528,674,674.0,0.0
991319-1,Medium Gray Storage Bin,2008,528,1,0.0,1.0
991327-1,12-Tooth Black Double Conical Wheels (Pack of 25),2007,525,25,25.0,0.0
991328-1,36-Tooth Double Conical Wheels (Pack of 25),2007,525,25,25.0,0.0
991329-1,7-Stud Axles (Pack of 50),2007,525,50,50.0,0.0
991330-1,New Turntables (Pack of 2),2007,525,2,2.0,0.0
991331-2,Small Wide Tire & Hub (Pack of 8 each),2007,524,16,16.0,0.0
991332-1,Technic Triangle (Pack of 25),2007,525,25,25.0,0.0
991333-1,Cam Wheel (Pack of 25),2007,525,25,25.0,0.0
991335-1,Swivel Magnet Pack (Pack of 10 each),2007,524,20,20.0,0.0
991336-1,2-Stud Axles with Grooves (Pack of 100),2007,525,100,100.0,0.0
991337-1,Connector Peg with Axle (Pack of 100),2007,525,100,100.0,0.0
991369-1,Tracks and Sprockets Pack,2008,525,110,110.0,0.0
991402-1,Studless Technic Beams,2008,525,35,35.0,0.0
991403-1,Technic Angle Beams,2008,525,30,30.0,0.0
991404-1,Technic Beams with Snaps,2008,525,30,30.0,0.0
991405-1,Technic Crossblocks,2008,525,30,30.0,0.0
991426-1,Black Plates - Large Package,2009,525,165,165.0,0.0
991451-1,Tracks,2009,525,120,120.0,0.0
991452-1,Sprockets,2009,525,22,22.0,0.0
991464-1,LEGO Smart Kit,2009,507,20,20.0,0.0
9916-1,LEGO Electrical Capacitor,1999,1,1,1.0,0.0
991751-1,MINDSTORMS Energy Parts Pack,2012,525,46,46.0,0.0
9918-1,Gear Block Yellow,1999,525,1,1.0,0.0
9927-1,Beams (red),1999,1,44,44.0,0.0
9928-1,Beams (blue),1999,1,44,44.0,0.0
9929-1,Plates Red,1998,524,72,72.0,0.0
9930-1,Plates Blue,1998,524,72,72.0,0.0
9931-1,Plates Yellow,1998,524,72,72.0,0.0
9932-1,Plates Black,1998,524,72,72.0,0.0
9933-1,Basic Bricks (red),1999,524,62,62.0,0.0
9934-1,Basic Bricks (yellow),1999,524,62,62.0,0.0
9935-1,Basic Bricks (black),1999,524,62,62.0,0.0
9936-1,Weight Elements,1998,524,2,2.0,0.0
9937-1,Small Chain Links,1998,1,108,111.0,0.0
9938-1,Conveyor Belt Links,1999,1,36,38.0,0.0
9939-1,Assorted Pulleys,1999,1,14,14.0,0.0
9940-1,Rubber Bands and String,1999,1,36,36.0,0.0
994-1,LEGO fences with garden gates,1969,371,19,19.0,0.0
9941-1,Cams & Linkages,1998,1,18,18.0,0.0
9942-1,Connectors & Bushings,1998,1,160,160.0,0.0
9943-1,Axles and Extenders,1998,1,54,54.0,0.0
9945-1,Differentials,1998,525,14,14.0,0.0
995-1,Lighting Bricks with Color Filters,1969,371,23,14.0,9.0
9954-1,Special Elements for Mini Sets,2001,524,56,56.0,0.0
